,Bi_Grams,Freq
11004,فیض بیدلی,1
11005,بیدلی نومیدیٴ,1
11006,نومیدیٴ جاوید,1
11007,ہمارا عقدہٴ,1
11008,عقدہٴ مشکل,1
11009,ہوائے سیرِ,1
11010,سیرِ گل,1
11011,گل آيئنہٴ,1
11042,اِس چراغاں,1
11043,کیا کارفرما,1
11044,کارفرما جل,1
11074,سرمایہ دود,1
11076,معاملہ جب,1
11077,آنکھ کھل,1
11078,کھل گئی,1
11079,گئی نہ,1
11080,نہ زیاں,1
11081,زیاں تھا,1
11082,نہ سود,1
11083,سود تھا,1
11084,تھا لیتا,1
11085,لیتا ہوں,1
11086,ہوں مکتبِ,1
11087,مکتبِ غمِ,1
11088,میں سبق,1
11089,سبق ہنوز,1
11090,ہنوز لیکن,1
11091,لیکن یہی,1
11092,یہی کہ,1
11093,کہ رفت,1
11094,رفت گیا,1
11095,گیا اور,1
11096,اور بود,1
11097,بود تھا,1
11098,تھا ڈھانپا,1
11099,ڈھانپا کفن,1
11100,کفن نے,1
11075,دود تھا,1
11073,کا سرمایہ,1
11045,آرزو غالب,1
11072,داغ کا,1
11046,کر طرزِ,1
11047,طرزِ تپاکِ,1
11048,تپاکِ اہلِ,1
11049,اہلِ دنیا,1
11050,گیا جزقیس,1
11051,جزقیس اور,1
11052,اور کوئی,1
11053,کوئی نہ,1
11055,بہ روے,1
11056,روے کار,1
11057,کار صحرا,1
11058,صحرا مگر,1
11059,مگر بہ,1
11060,بہ تنگیٴ,1
11061,تنگیٴ چشمِ,1
11062,چشمِ حسود,1
11063,حسود تھا,1
11064,تھا آشفتگی,1
11065,آشفتگی نے,1
11066,نقش سویدا,1
11067,سویدا کیا,1
11068,کیا درست,1
11069,درست ظاہر,1
11070,ظاہر ہوا,1
11071,کہ داغ,1
11222,ہمارے اشک,1
11223,اشک تری,1
11224,تری عاقبت,1
11396,گھر جو,1
11383,لمس جانانہ,1
11384,جانانہ لیے,1
11385,لیے مستیٔ,1
11386,مستیٔ پیمانہ,1
11387,پیمانہ لیے,1
11388,لیے حمد,1
11389,حمد باری,1
11390,باری کو,1
11391,کو اٹھے,1
11392,اٹھے دست,1
11394,دعا آخر,1
11395,شب گھر,1
11397,جو ویراں,1
11225,عاقبت سنوار,1
11398,ویراں تھا,1
11399,تھا سر,1
11401,شام وہ,1
11402,وہ کیسے,1
11403,کیسے کیسے,1
11404,کیسے فرقت,1
11405,فرقت یار,1
11406,نے آباد,1
11407,آباد کیا,1
11408,کیا آخر,1
11409,شب جس,1
11412,کوئی آیا,1
11382,شب لمس,1
11381,وفا آخر,1
11379,وفا عہد,1
11378,ہے وفا,1
11353,خوشبوئے قبا,1
11354,قبا آخر,1
11355,شب صبح,1
13026,ہو وعدۂ,1
11356,صبح پھوٹی,1
11357,پھوٹی تو,1
11359,وہ پہلو,1
11360,پہلو سے,1
11361,سے اٹھا,1
11362,اٹھا آخر,1
11363,شب وہ,1
11364,وہ جو,1
11365,جو اک,1
11366,عمر سے,1
11367,سے آیا,1
11368,نہ گیا,1
11369,گیا آخر,1
11370,شب چاند,1
11371,چاند سے,1
11372,سے ماند,1
11373,ماند ستاروں,1
11374,ستاروں نے,1
11375,کہا آخر,1
11376,شب کون,1
11377,کون کرتا,1
11413,تھا کبھی,1
11414,کبھی اول,1
11415,اول شب,1
11491,بھی آپ,1
11493,کی قاعدے,1
11494,قاعدے سے,1
11495,سے کی,1
11496,کی ہاں,1
11497,ہاں ہم,1
11498,ہم ہی,1
11499,ہی کاربندِ,1
11500,کاربندِ اُصولِ,1
11501,اُصولِ وفا,1
11502,وفا نہ,1
11503,تھے آئے,1
11505,کہ جیسے,1
11506,جیسے ہمیشہ,1
11507,ہمیشہ تھے,1
11508,تھے مہرباں,1
11509,مہرباں بُھولے,1
11510,بُھولے تو,1
11511,گویا کبھی,1
11512,کبھی آشنا,1
11513,آشنا نہ,1
11514,تھے کیوں,1
11515,کیوں دادِ,1
11516,دادِ غم,1
11517,غم ہمیں,1
11518,ہمیں نے,1
11492,آپ نے,1
11490,جفا بھی,1
11416,شب اسی,1
11489,جو جفا,1
11417,اسی انداز,1
11418,انداز سے,1
11419,سے چل,1
11420,چل باد,1
11422,صبا آخر,1
11423,شب راز,1
11469,لیا سچ,1
11470,سچ ہے,1
11471,ہے ہمیں,1
11472,ہمیں کو,1
11473,کو آپ,1
11474,آپ کے,1
11475,کے شکوے,1
11476,شکوے بجا,1
11477,بجا نہ,1
11479,تھے بے,1
11480,بے شک,1
11481,شک ستم,1
11482,ستم جناب,1
11483,جناب کے,1
11484,کے سب,1
11485,سب دوستانہ,1
11486,دوستانہ تھے,1
11487,تھے ہاں,1
11488,ہاں جو,1
11352,کوئی خوشبوئے,1
11351,بکھری کوئی,1
11350,میں بکھری,1
11255,ابر کچھ,1
11257,شراب آئے,1
11259,بعد آئے,1
11260,آئے جو,1
11261,جو عذاب,1
11262,عذاب آئے,1
11263,آئے بام,1
11264,بام مینا,1
11265,مینا سے,1
11266,سے ماہتاب,1
11267,ماہتاب اترے,1
11268,اترے دست,1
11269,دست ساقی,1
11270,ساقی میں,1
11271,میں آفتاب,1
11272,آفتاب آئے,1
11273,آئے ہر,1
11274,ہر رگ,1
11275,رگ خوں,1
11276,پھر چراغاں,1
11277,چراغاں ہو,1
11278,ہو سامنے,1
11279,سامنے پھر,1
11280,بے نقاب,1
11281,نقاب آئے,1
11282,آئے عمر,1
11256,کچھ شراب,1
11254,کچھ ابر,1
11284,ورق پہ,1
11253,آئے کچھ,1
11226,سنوار چلے,1
11227,چلے حضور,1
11228,حضور یار,1
11229,یار ہوئی,1
11230,ہوئی دفتر,1
11231,دفتر جنوں,1
11232,جنوں کی,1
11233,طلب گرہ,1
11234,گرہ میں,1
11237,گریباں کا,1
11238,کا تار,1
11239,تار تار,1
11240,تار چلے,1
11241,چلے مقام,1
11242,مقام فیضؔ,1
11243,فیضؔ کوئی,1
11244,کوئی راہ,1
11245,میں جچا,1
11246,جچا ہی,1
11247,جو کوئے,1
11248,نکلے تو,1
11249,تو سوئے,1
11250,سوئے دار,1
11251,دار چلے,1
11252,چلے آئے,1
11283,عمر کے,1
11285,پہ دل,1
11349,شب دل,1
11318,خانماں خراب,1
11321,طرح اپنی,1
11322,اپنی خامشی,1
11323,خامشی گونجی,1
11324,گونجی گویا,1
11325,گویا ہر,1
11326,ہر سمت,1
11327,سمت سے,1
11328,سے جواب,1
11329,جواب آئے,1
11330,آئے فیضؔ,1
11331,فیضؔ تھی,1
11332,تھی راہ,1
11333,راہ سر,1
11334,سر بسر,1
11335,بسر منزل,1
11336,منزل ہم,1
11337,ہم جہاں,1
11338,جہاں پہنچے,1
11339,پہنچے کامیاب,1
11340,کامیاب آئے,1
11341,آئے یاد,1
11342,یاد کا,1
11345,کوئی دروازہ,1
11346,دروازہ کھلا,1
11347,کھلا آخر,1
11319,خراب آئے,1
11317,ہم خانماں,1
11286,نظر تیری,1
11315,بام جب,1
11287,تیری مہر,1
11289,وفا کے,1
11290,باب آئے,1
11291,آئے کر,1
11292,تھا غم,1
11294,جہاں کا,1
11295,کا حساب,1
11297,آج تم,1
11298,تم یاد,1
11299,یاد بے,1
11300,بے حساب,1
11301,حساب آئے,1
11302,نہ گئی,1
11303,گئی تیرے,1
11304,تیرے غم,1
11305,کی سرداری,1
11306,سرداری دل,1
11307,یوں روز,1
11308,روز انقلاب,1
11309,انقلاب آئے,1
11310,آئے جل,1
11311,جل اٹھے,1
11312,اٹھے بزم,1
11313,بزم غیر,1
11314,و بام,1
13025,ستم ہو,1
14114,مجھے جلوۂ,1
13027,وعدۂ بے,1
15964,روشنی ہے,1
15966,کاشانۂ چمن,1
15967,یا شمع,1
15968,شمع جل,1
15969,جل رہی,1
15971,ہے پھولوں,1
15972,پھولوں کی,1
15973,ہے آسماں,1
15974,آسماں سے,1
15975,سے اُڑ,1
15976,اُڑ کر,1
15977,کوئی ستارہ,1
15978,ستارہ یا,1
15979,یا جان,1
15980,جان پڑ,1
15981,پڑ گئی,1
15984,کی کرن,1
15985,کرن میں,1
15986,یا شب,1
15987,شب کی,1
15988,سلطنت میں,1
15990,دن کا,1
15991,کا سفر,1
15992,سفر آیا,1
15993,آیا غربت,1
15994,کے چمکا,1
15965,ہے کاشانۂ,1
15963,کی روشنی,1
15935,پیرو پنپ,1
15962,جگنو کی,1
15937,نہ خیاباں,1
15938,خیاباں میں,1
15939,میں لالۂ,1
15940,لالۂ دل,1
15941,دل سوز,1
15942,سوز کہ,1
15943,کہ سازگار,1
15944,جہان گندم,1
15945,گندم و,1
15946,و جو,1
15947,جو رہے,1
15948,نہ ایبکؔ,1
15949,ایبکؔ و,1
15950,و غوریؔ,1
15951,غوریؔ کے,1
15952,کے معرکے,1
15953,معرکے باقی,1
15954,باقی ہمیشہ,1
15955,ہمیشہ تازہ,1
15956,تازہ و,1
15957,و شیریں,1
15958,شیریں ہے,1
15959,ہے نغمۂ,1
15960,نغمۂ خسروؔ,1
15961,خسروؔ جگنو,1
15995,چمکا گمنام,1
15996,گمنام تھا,1
15997,تھا وطن,1
15998,وطن میں,1
16027,ناز بود,1
16028,بود بہ,1
16029,بہ گہوارۂ,1
16030,گہوارۂ سحاب,1
16031,سحاب وا,1
16032,وا کرد,1
16033,کرد چشمِ,1
16034,چشمِ شوق,1
16035,شوق بہ,1
16036,بہ آغوشِ,1
16037,آغوشِ کوہسارا,1
16038,کوہسارا ز,1
16039,ز سنگ,1
16040,سنگ ریزہ,1
16041,ریزہ نغمہ,1
16042,نغمہ کشاید,1
16043,کشاید خرامِ,1
16044,خرامِ او,1
16045,او سیمائے,1
16046,سیمائے او,1
16047,او چو,1
16048,چو آئینہ,1
16049,آئینہ بے,1
16050,بے غبار,1
16051,غبار قلم,1
16026,خوابِ ناز,1
16025,در خوابِ,1
16024,مرغزار در,1
16010,کے پیرہن,1
15999,میں تکمہ,1
16000,تکمہ کوئی,1
16001,کوئی گرا,1
16002,گرا ہے,1
16003,کی قبا,1
16004,قبا کا,1
16005,کا ذرہ,1
16006,ذرہ ہے,1
16007,یا نمایاں,1
16008,نمایاں سورج,1
16009,سورج کے,1
16011,پیرہن میں,1
16023,برگیبانِ مرغزار,1
16012,میں بنگر,1
16013,بنگر کہ,1
16014,کہ جوئے,1
16015,جوئے آب,1
16016,آب چہ,1
16017,چہ مستانہ,1
16018,مستانہ می,1
16019,می رود,1
16020,رود مانندِ,1
16021,مانندِ کہکشاں,1
16022,کہکشاں برگیبانِ,1
15936,پنپ سکا,1
15934,کا پیرو,1
16053,اٹھتا ہے,1
15845,رو ہیں,1
15847,انجم آسماں,1
15848,آسماں تیرا,1
15850,میرا مجھے,1
15851,مجھے فکر,1
15852,فکر جہاں,1
15853,جہاں کیوں,1
15854,ہو جہاں,1
15855,میرا اگر,1
15856,اگر ہنگامہ,1
15857,ہنگامہ ہائے,1
15858,ہائے شوق,1
15859,شوق سے,1
15860,ہے لا,1
15862,مکاں خالی,1
15863,خالی خطا,1
15864,خطا کس,1
15865,رب لا,1
15866,مکاں تیرا,1
15867,میرا اسے,1
15868,اسے صبح,1
15869,صبح ازل,1
15870,ازل انکار,1
15871,انکار کی,1
15872,کی جرأت,1
15873,جرأت ہوئی,1
15846,ہیں انجم,1
15844,کج رو,1
15933,نگاہ کا,1
15843,اگر کج,1
15817,اول وہی,1
15818,وہی آخر,1
15819,آخر وہی,1
15820,وہی قرآں,1
15821,قرآں وہی,1
15822,وہی فرقاں,1
15823,فرقاں وہی,1
15824,وہی یٰسیں,1
15825,یٰسیں وہی,1
15826,وہی طہٰ,1
15827,طہٰ سنائیؔ,1
15828,سنائیؔ کے,1
15829,کے ادب,1
15830,ادب سے,1
15831,نے غواصی,1
15832,غواصی نہ,1
15833,نہ کی,1
15834,کی ورنہ,1
15835,ورنہ ابھی,1
15836,ابھی اس,1
15838,باقی ہیں,1
15839,ہیں لاکھوں,1
15840,لاکھوں لولوئے,1
15841,لولوئے لالا,1
15842,لالا اگر,1
15874,ہوئی کیوں,1
15875,کر مجھے,1
15876,مجھے معلوم,1
15877,معلوم کیا,1
15907,آگے گزر,1
15908,گیا مہ,1
15909,مہ نو,1
15910,نو کمال,1
15911,کمال کس,1
15912,کو میسر,1
15913,میسر ہوا,1
15914,بے تگ,1
15915,دو نفس,1
15916,نفس کے,1
15917,کے زور,1
15918,وہ غنچہ,1
15919,غنچہ وا,1
15920,وا ہوا,1
15921,ہوا بھی,1
15922,کیا جسے,1
15923,جسے نصیب,1
15924,نصیب نہیں,1
15925,نہیں آفتاب,1
15926,آفتاب کا,1
15927,کا پرتو,1
15928,پرتو نگاہ,1
15929,نگاہ پاک,1
15931,تو پاک,1
15932,کو حق,1
15905,اک مقام,1
15904,میرا ہر,1
15903,زیاں تیرا,1
15889,یہ حرف,1
15878,وہ رازداں,1
15879,رازداں تیرا,1
15880,میرا محمد,1
15881,محمد بھی,1
15882,بھی ترا,1
15883,ترا جبریل,1
15884,جبریل بھی,1
15885,بھی قرآن,1
15886,قرآن بھی,1
15887,بھی تیرا,1
15888,تیرا مگر,1
15890,حرف شیریں,1
15902,خاکی زیاں,1
15891,شیریں ترجماں,1
15892,ترجماں تیرا,1
15893,میرا اسی,1
15894,اسی کوکب,1
15895,کوکب کی,1
15896,کی تابانی,1
15897,تابانی سے,1
15898,تیرا جہاں,1
15899,جہاں روشن,1
15900,روشن زوال,1
15901,زوال آدم,1
16052,قلم اٹھتا,1
16054,تو سوچیں,1
15815,میں وہی,1
16202,باتوں پر,1
16204,چلتا ھوا,1
16205,ھوا پاؤں,1
16206,پاؤں لوگوں,1
16207,لوگوں کو,1
16208,کو جگانے,1
16209,جگانے کا,1
16210,کا جادو,1
16211,جادو تھا,1
16212,تھا پاس,1
16213,پاس تیرے,1
16214,تیرے اقبال,1
16215,اقبال ایسا,1
16216,ایسا ھی,1
16217,ھی ھنر,1
16218,ھنر اے,1
16219,کاش میں,1
16220,بھی پاؤں,1
16221,پاؤں مردوکوزندہ,1
16222,مردوکوزندہ جانتا,1
16223,جانتا ھے,1
16224,ھے آزری,1
16225,آزری نظام,1
16226,نظام وھاں,1
16227,وھاں کے,1
16228,کے بتکدے,1
16203,پر چلتا,1
16201,ان باتوں,1
16172,اک اک,1
16200,قوم کو,1
16174,لفظ میں,1
16175,میں جادو,1
16176,جادو سا,1
16177,سا چھپا,1
16178,چھپا پاؤں,1
16179,پاؤں بکھری,1
16180,بکھری امت,1
16181,امت کو,1
16182,ملا دیا,1
16183,دیا تو,1
16184,نے کیسے,1
16185,کیسے تیرے,1
16186,تیرے احسان,1
16187,احسان مسلماں,1
16188,مسلماں کو,1
16189,بتاؤں تیرے,1
16190,تیرے اشعار,1
16191,اشعار میں,1
16192,میں نوجواں,1
16193,نوجواں کے,1
16194,لیے نصیحت,1
16195,نصیحت ھے,1
16196,ھے چھپی,1
16197,چھپی کاش,1
16198,کاش اس,1
16229,بتکدے اور,1
16230,اور خانقاہ,1
16231,خانقاہ جات,1
16232,جات مٹا,1
16263,بتوں سے,1
16264,سے تجھ,1
16265,کو امیدیں,1
16266,امیدیں خدا,1
16267,سے نومیدی,1
16268,نومیدی مجھے,1
16269,بتا تو,1
16270,سہی اور,1
16271,اور کافری,1
16272,کافری کیا,1
16273,ہے فلک,1
16274,فلک نے,1
16275,نے ان,1
16276,کو عطا,1
16277,عطا کی,1
16278,ہے خواجگی,1
16279,خواجگی کہ,1
16280,کہ جنھیں,1
16281,جنھیں خبر,1
16282,نہیں روش,1
16283,روش بندہ,1
16284,بندہ پروری,1
16285,پروری کیا,1
16286,ہے فقط,1
16287,فقط نگاہ,1
16262,ہے بتوں,1
16261,قیصری کیا,1
16260,وہ قیصری,1
16244,میں ملکر,1
16233,مٹا دی,1
16234,دی اپنی,1
16235,اپنی ھستی,1
16236,ھستی کو,1
16237,کو اگر,1
16238,اگر کچھ,1
16239,کچھ مرتبہ,1
16240,مرتبہ چاھے,1
16241,چاھے کے,1
16242,کے دانہ,1
16243,دانہ خاک,1
16245,ملکر گل,1
16259,گدا ہو,1
16246,و گلزار,1
16247,گلزار بنتا,1
16248,بنتا ھے,1
16249,ھے نگاہ,1
16250,نگاہ فقر,1
16251,فقر میں,1
16252,میں شان,1
16253,شان سکندری,1
16255,ہے خراج,1
16256,خراج کی,1
16258,جو گدا,1
16173,اک لفظ,1
16171,تیرا اک,1
16055,سوچیں بدل,1
16084,تو بہت,1
16086,لکھوں اس,1
16087,اس ذات,1
16088,ذات پر,1
16089,پر جس,1
16090,جس پڑھنے,1
16091,پڑھنے کے,1
16092,لیے ہر,1
16093,ہر صاحب,1
16094,صاحب فہم,1
16095,فہم کو,1
16096,کو بےچین,1
16097,بےچین پاتی,1
16098,پاتی ہوں,1
16099,ہوں دعاگو,1
16100,دعاگو ہوں,1
16101,ہوں اپنے,1
16102,اپنے لیے,1
16103,لیے اپنے,1
16104,اپنے رب,1
16105,رب کریم,1
16106,کریم سے,1
16107,اگر جائز,1
16108,جائز تمنا,1
16109,تمنا میری,1
16110,میری تو,1
16085,کچھ لکھوں,1
16083,بیٹھوں تو,1
16170,انداز ہے,1
16082,لکھنے بیٹھوں,1
16056,بدل جاتی,1
16057,ہیں اک,1
16058,اک شخص,1
16059,شخص کی,1
16060,کی محنت,1
16061,محنت سے,1
16062,سے ملتیں,1
16063,ملتیں تشکیل,1
16064,تشکیل پاتی,1
16065,پاتی ہیں,1
16066,ہیں کیا,1
16067,خوب تھا,1
16068,شخص جس,1
16069,نے دنیا,1
16071,کو بتایا,1
16072,بتایا کس,1
16073,طرح غوروفکر,1
16074,غوروفکر سے,1
16075,سے بےنام,1
16076,بےنام قوم,1
16077,قوم نام,1
16078,نام پا,1
16079,پا جاتی,1
16080,ہیں گر,1
16081,گر لکھنے,1
16111,تو قبول,1
16112,قبول کر,1
16113,کر مجھ,1
16114,بھی اقبال,1
16143,اقبال تیری,1
16144,تیری عظمت,1
16145,عظمت کی,1
16146,کی داستاں,1
16147,داستاں کیا,1
16148,کیا سناؤں,1
16149,سناؤں تیری,1
16150,زندگی پھ,1
16151,پھ لکھوں,1
16152,تو الفاظ,1
16153,الفاظ نہ,1
16154,پاؤں کوئ,1
16155,کوئ نہ,1
16156,نہ کرسکا,1
16157,کرسکا کیا,1
16158,کام وھ,1
16159,وھ تو,1
16160,نے تیرے,1
16161,تیرے کام,1
16162,کام کی,1
16163,کی شان,1
16164,شان میں,1
16167,بتاؤں کیا,1
16168,خوب شاعری,1
16169,شاعری کا,1
16142,معراج اقبال,1
16141,دی معراج,1
16140,بخش دی,1
16126,شاعری انکی,1
16115,اقبال جیسی,1
16116,جیسی فہم,1
16117,فہم و,1
16118,و فراست,1
16119,فراست نصیب,1
16120,نصیب کر,1
16121,کر اقبال,1
16122,اقبال کےبارے,1
